"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua y Barbuda","ATG","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","4.97087249556714","4.49459149422477","3.57760156977308","3.0701020672237","2.95812777348795","2.69924820794157","2.67930690469967","2.03732257465089","2.12784595964907","1.87129296662111","1.90907865965453","1.76773329788297","1.70630162173784","1.78073869720832","1.78030705814231","1.80268060947773","1.74543146848041","1.57653988014401","1.6430544737845","1.61543691276239","1.71897921396171","1.6666805751773","1.66763577643578","1.58953974311117","1.61272529904851","1.73029178870791","1.7495265852447","1.6099710563426","1.75781767310714","1.65320455132786","1.60765261113387","1.54931148778712","1.49670709252756","1.6334084585151","1.93318183889934","1.898847481064","2.01761178215059","1.65576063634316","1.61232672128831","1.56776099701453","1.79359865171034","1.73092180152005","1.75778947255598","",
"Australia","AUS","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.20918398930309","3.18231606985172","3.05345137771044","3.26371817136156","3.34917134900817","3.02163306488302","3.39215957573839","3.24334448064168","3.03895445819312","3.06140055245501","3.11906818178381","3.50335996913764","3.94801213916285","2.88853375948861","3.06211449191035","2.88333002663787","2.72673444195779","2.20110013592946","2.33863042368512","2.29172039725587","2.19756826525444","2.27654236627696","2.25474804896169","2.27890649460036","2.21622365548348","2.37264411384703","2.40312299408568","2.70017412979048","2.45518628235345","2.08525271075149","",
"Austria","AUT","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","5.10631875337806","4.41013557595757","4.41461394896382","4.28892567196048","4.32640282439593","3.96693532951175","3.64603854561808","3.41220938963421","3.58234928448072","3.13516451551856","3.22696279741684","3.1974933028857","3.04846157907513","3.01155499734038","3.09711971941306","2.81128192983211","2.45333476066201","2.20444098153993","2.37154595460716","2.15859633228818","1.98247099499027","1.90548344310224","1.79334392378865","1.72221732211898","1.64730021298979","1.67070339573168","1.56277441149196","1.49193189790189","1.47647439267771","1.25939963482441","1.30318945861739","1.41639156023265","1.34222302680426","1.14681776764538","1.26732767225745","1.40191493427276","1.3485513899381","1.25472121594195","1.20074056404147","1.1297901935645","1.11140588387267","1.20325166015264","1.14626215615726","1.1347279071991","",
"Azerbaiyán","AZE","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5006821282401","30.4827844311377","26.0596253189768","27.1095541401274","32.3456631972244","25.3444559002718","24.9615750567225","20.1279169173289","18.1479974423066","18.3995125956928","16.0848646701003","14.8374595530138","13.9546391752577","12.4256629119149","10.9880190382406","9.14753443801158","7.09103711685568","6.54008215652051","5.57089184098542","6.12193306461806","5.54456611326975","5.07622595138436","5.13976950772418","5.3662644804235","5.31940671805552","6.17763883780802","5.60511177455763","5.60736901068842","5.21238076212356","5.71687418126615","",
"Burundi","BDI","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","65.3313935147911","64.7617713131167","60.7731276105097","63.3136386218903","61.0342227698192","61.3036042313296","59.4754832504214","55.5801551193023","53.9640169481958","53.8322491966597","57.5719356233857","58.1425960451394","52.6126768285996","53.4821872081702","54.6598573254013","55.9519709491249","52.5195880496498","50.5563503190181","48.2156300176357","47.1220925298315","51.0568501841364","48.5979103153404","48.0045217057559","47.1698116933114","40.7323254524442","42.0226931283613","53.3809215127328","42.4218641481914","44.538704047976","47.6353041282389","44.1070401093686","43.8431420582797","43.3336112421252","42.8412837005394","41.9026049689034","40.8481233922949","40.6376822658218","34.9341719197591","38.0048233017065","36.7213641376786","38.4305452876335","36.7045760044036","35.4205377011774","38.3671081967213","34.9581923436541","30.6808301089821","31.5443340866362","28.5466470060171","29.0119004854571","28.8975583833274","",
"Bélgica","BEL","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30662347836539","1.32831141025288","1.34082101190755","1.25567547258707","1.07623533062933","1.17600527973714","1.10935029767163","1.03313414275776","1.0294445025288","1.02291054131515","0.840639973990251","0.907269380581052","0.887523940039387","0.712338067185966","0.645274318792124","0.765104156770348","0.648034219951815","0.781226734946645","0.681174913459581","0.637835968092569","0.6864147804639","0.630684299670572","0.637640523763972","0.499900333295904","0.427111316758866","",
"Benin","BEN","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","46.1577230946704","46.1937857251441","44.7092726752392","43.7183697135422","45.5281522642709","44.6194250281919","45.1478198273001","42.0810132043618","38.8680689997636","38.4966628316752","36.3278523843779","34.357736013712","34.2310223417357","33.6239203142795","31.5336957738479","30.5386665532366","33.1965062561477","31.8550853762966","34.5421439063843","34.9928860436256","35.4326884671216","32.664652346085","32.5011996849539","33.1576442965202","33.3115605274576","31.5455488860391","33.6710590159502","33.2799507625574","34.3800931861193","37.8568847933107","34.6549453638938","35.0437734981583","33.9419041358772","34.1194607988571","32.2939945673508","33.0901595921974","35.7053003917894","35.7819301606788","36.5766497896743","24.5343349115333","23.5412339925262","25.0481627427766","25.38272927764","24.4539837351198","26.5208492800284","26.6894285026991","26.631803428758","26.9710869666408","26.826156185214","26.9789553760994","25.8411354962681","25.7970008253273","25.7689758312295","25.2754046390823","25.6184529738008","26.3920850925037","27.7536354980493","28.4890165271853","28.0872656381244","26.8758016262676","",
"Burkina Faso","BFA","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","38.4845333396091","38.3070083278146","37.8587829243045","38.4936340831014","38.6811102601106","35.4147844310128","36.2671973724948","33.4119811530932","31.5939326737211","32.0176636526134","30.5118697875711","30.5994111277863","31.9021036655741","29.3985209203471","30.8246234459247","28.8661589240903","29.0154648732085","28.4224865122019","30.1205951406855","29.3799509159701","28.4463449795614","29.8039802853452","27.5193113010989","27.614830855479","28.498839800914","33.9041678089027","29.3604276148032","27.8163251717463","28.5466961309047","27.6277083164397","27.9500222744042","29.793265328148","28.8098112792292","30.2310515664871","32.9477702743622","33.2172170930601","36.3791732658042","33.7387786954986","36.5635560806964","27.2522866567535","24.9140364618327","26.9204304323679","26.3724484751209","25.9609768246545","23.3814384513092","26.7709190270281","25.2289761645165","21.8394874058463","27.314280245881","23.2048471286094","24.1433866229434","23.043650452489","23.7560050181575","23.6410927919708","23.6937727725999","22.6330752128104","21.729248055448","21.3351833584279","20.4200812549007","20.2981644896352","",
"Bangladesh","BGD","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","57.4743123752637","57.9882359513306","57.0185740229353","57.146668173399","53.3568366475041","52.8186947728848","53.9473705792359","55.8524783666106","53.555739970899","55.4128189249571","54.5614999911132","51.0313112066753","59.6099059973143","56.6388529969867","56.6365531249665","61.9541391335466","51.9144569344659","48.898056925939","54.2503083024678","52.4520120556112","32.823891851665","31.9515169189283","31.441696330434","31.0460304614688","34.6986320799182","33.0067315666687","32.3691528881675","32.6639009294804","31.3191777995595","30.5616428362567","30.489833096135","31.6770232352381","30.5175252361271","27.3210858173117","26.7255375508155","27.3043698025967","23.266208049769","23.2461437492233","22.5874157614312","22.6584111161909","22.7181480755923","21.8483405815259","20.5841344226366","19.8127182977042","19.2669595662859","18.5710395455964","18.0340165108542","17.8065367823955","17.5956955421992","17.1046290519632","17.0011812592919","16.8099867573503","16.1775631728154","15.4932779979784","15.3516208986344","14.7829964369364","14.0455478408371","13.4134646384475","13.0743171021391","12.6802716368639","",
"Bulgaria","BGR","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","14.4185956341359","16.6255661801711","17.1778168407266","14.4794832062144","15.8126229440906","11.8685822802674","12.9195498463273","11.7961857366149","11.4593520423731","10.9418583498403","17.7459650235952","15.3905674281503","11.6180278884462","9.9344262295082","11.4916286149163","9.21831371239451","9.59256417736023","20.4768437246107","13.4115652752702","12.9586264100386","10.9704827530102","10.6032532421664","9.71056962763958","9.09562725365934","8.45218476116045","7.28368588380955","6.09628492053004","4.65468776322833","5.87419962939589","4.23776708591962","4.0110910422827","4.64346298758044","4.40877766432983","4.48401266249601","4.52393261575846","4.02404764726207","4.0256427963964","4.03604639022061","3.37122254786815","3.1939427574647","",
"Bahrein","BHR","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","0.984370952422071","1.01234757266662","1.05777648088707","1.1535175163771","1.11678583588696","1.19437768552909","1.36872004879324","1.34250441763403","1.18046117376625","1.1351414607283","0.949346076458753","0.882139770697701","0.909896999552172","0.851378305119419","0.86034198622614","0.862944478628011","","","","","","","","","","","0.268763501054214","0.29227169028013","0.264810236570707","0.337284356568349","0.297677228105778","0.290850277264325","0.275737043040234","0.274789045054941","0.299909668641636","0.315466038696712","0.332012485516718","0.291006502598862","0.289107982149189","0.281718302381781","",
"Bahamas","BHS","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.04301602077311","1.90459783274865","1.81193124368049","1.82756086321153","","2.0125081645983","2.2085281111813","2.83373404132221","2.66301061434545","2.4612871927555","2.67508438171218","2.83414989792943","2.64691050152397","1.56181897428447","1.37855944927867","1.26759041993162","1.34464685685702","1.19862993112386","1.51331582811254","1.34722421080282","1.16175185996252","1.06443545271548","1.17042464776611","1.09339124571261","1.04313129393882","0.9096409923502","1.09749043162674","1.09230471329484","1.07271116086003","0.92021926212048","0.855836456433893","0.821115866681416","0.872813777390605","0.789274427179352","0.890981528431728","","",
"Bosnia y Herzegovina","BIH","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8533228470311","20.6999985084032","20.7000003100819","17.5180457264676","15.9604100187793","13.2629920286002","8.9036102318419","8.86765618782332","8.27429274292743","7.34132368148914","8.86999982743149","8.2973703791185","8.05428869361973","7.70495327294711","7.20726994008071","7.07659973256469","6.79676008073029","6.75774577677582","6.13767226957092","6.84139000642076","5.95105544084498","6.23816745521441","6.36938102209503","5.60185722717482","5.88543728411897","6.09617606506967","",
"Belarús","BLR","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9468822170901","22.2222222222222","22.8260869565217","17.1573604060914","13.589613893104","15.766496709307","15.098598303786","13.4179320121037","12.0617636126188","12.7005575559539","12.0968271694147","10.3504297393613","10.1284322239778","8.63562770752199","8.85025144123636","8.51859080856531","8.57872759155765","8.30316995882275","8.66625369440669","8.13139157710571","8.89151958926658","8.00175755504565","8.13105224877181","6.80912226763989","7.30299492661078","6.28329656129849","6.89528062433517","7.56580253848292","6.59010772590188","6.78452797500904","",
"Belice","BLZ","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","28.980190755686","28.0632411067194","22.8752543657747","22.3913337930862","19.0335118140599","18.5915998327473","17.7287332899243","17.3659922621475","17.843039724155","19.0465677490361","18.1101799159501","17.2912666682424","17.2541393368695","15.864865761267","15.4033244500463","14.5597211437002","14.5888355564309","15.4337630639771","15.2960988412866","14.9360777430603","14.277768936365","15.0647777459259","14.6496845141518","13.1552830080037","12.7886762877682","14.5960244026436","14.4209920578304","13.4544031577515","12.8008346072801","11.7038455489148","11.1164946164946","11.2462574963941","11.6628993610224","11.6504312705367","13.425569636877","13.7117797897936","13.7605394515275","12.8560186796612","10.420708692468","11.2042987041272","9.56340850790936","9.56339377412464","",
"Bermudas","BMU","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.7","0.7","0.668952155022428","0.692327610262023","0.795458124345352","0.821851057858248","0.844158464897229","0.80164153178958","0.856786815800162","0.767576447214679","0.790533047197938","0.740341052546011","0.748048451939571","0.788755291832432","0.740816720502274","0.745266617746528","","","","","","","",
"Bolivia","BOL","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","19.508359543122","19.8448063921328","19.2523923444976","20.1210826210826","21.2463712939609","20.8445903819776","20.6138986957397","20.177761261052","18.4955187362038","18.0501053098326","17.1171171171171","17.3611111111111","16.2011173184358","19.4267515923567","21.5433917403215","19.0156363184538","16.9376330958524","16.3878633082399","15.7353847577622","15.2631428025385","15.3535978702771","15.5420975648919","14.4042024881796","14.6479641067455","15.2442859478291","14.8592993724568","14.1846793081971","14.9182595102962","12.6254321496117","13.2579923550822","12.9658126794824","13.2556528239734","12.9551186931645","13.4272368695181","13.3223838016062","11.7927212046632","10.9375478724039","10.0111560928617","10.4424044642439","11.1524077966596","10.3899059883481","9.76958623814668","9.81216216102132","9.96697941537477","9.74021732809026","10.239494241516","11.1718754576911","11.5893361104312","11.4819243398397","12.2217575427768","",
"Brasil","BRA","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","17.6669984863859","17.0953443122149","15.5345971129842","15.1256508327325","15.8382553714566","16.6744203718272","13.3153290920432","13.0130974006677","11.8264656488062","11.0760635261432","10.3736196442959","11.0141806134572","11.0689555998505","11.4458587669917","11.2290046802688","10.682677451792","11.4546890558027","12.9308376062278","10.2766017150625","9.89989545081435","9.94992801693452","9.63639087003226","8.06276475876768","9.82620213814722","10.4483020752953","10.5037631908331","9.93001193503835","9.00894159808701","9.14234559784443","8.44158738497377","6.87330085891951","6.78880668811996","6.77995215917154","6.56356958504316","8.53641105265961","5.01166646465693","4.76841121077967","4.68504702949228","4.7500447835131","4.64598154008681","4.75045997570861","4.80104301642181","5.47527489339298","6.1671843856504","5.66531157603221","4.65116882283132","4.37004377798394","4.41691543601929","4.56785118317928","4.47677399196415","4.11575648758173","4.34203511988559","4.1683282240444","4.50690493825609","4.32561053879483","4.31913275104669","4.89135358685971","4.60210115900505","4.41853769167898","4.43654479334605","",
"Barbados","BRB","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","11.5066817159646","8.79219763726432","9.22992223937711","8.24629164174944","8.14358822220574","7.475442043222","5.75100401606426","5.21144809910295","5.45454545454545","5.13842746400886","4.86772486772487","4.70285897847735","5.00583430571762","4.74218321448162","3.72242874845105","3.4445268099827","3.45718503937008","3.43638221768012","3.21927710843373","2.44048994684539","3.20251177394035","3.33403449726546","2.6726368159204","1.99435227673844","2.33451237998989","1.99542408890342","2.11818628253397","1.8895863511991","1.9785013241938","1.64319930323704","1.58659510407121","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","1.337818209617","1.33554721339879","1.10918347032223","1.01731806567616","1.08715346983149","0.902068196355644","0.634854457246816","0.693804542251613","0.843789381403759","0.984748704439986","1.0658734585115","1.21254337422442","1.92772022743204","1.93073488596597","2.21614833419517","0.961563595877839","0.966141670584548","1.02205316653636","0.96520909757887","1.07733343382575","1.19870895402851","1.16152757078987","1.12211285179537","1.22734352727744","1.41028318584071","1.23498012055919","1.02441349174926","1.13456723618635","1.09356960801094","1.22219651944208","1.12745345314218","0.946593335407581","0.706141842882068","0.689655172413793","0.635849768848754","0.908956973474342","0.733012306046014","0.575033257520491","0.655398677321349","0.684659216396484","0.86273749515316","1.10248621892226","1.20363347726695","1.08644948261552","1.01762308070597","0.98605510232603","",
"Bhután","BTN","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","42.905845606817","40.7037703600611","41.4716731723645","41.4351077302445","41.6696557189085","42.6293619698915","41.3955960898465","35.7666203854476","37.5131134946579","35.1631234358208","34.377694657731","32.8829450867268","33.4248240059694","31.3958143617363","33.4273740347771","30.8449883892223","30.1659344985922","30.014051595212","28.4950899613891","26.3332544876373","24.2671952814324","23.1666573488839","23.2013929168235","22.1368206445982","21.7299398203436","20.1999744993388","19.3648112454547","16.7371116328124","16.380940214112","16.1903535730568","14.7830364590176","14.2955525913407","13.9639784972823","14.0912157774554","14.5144485329975","14.4368680116704","14.3946237291342","15.0336188059309","15.888546999416","","",
"Botswana","BWA","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","43.222960296131","41.9258950555596","40.67604614483","39.7267915996858","38.5722469572558","33.8414634146341","39.2953929539295","41.2608948976801","43.6842105263158","38.7038703870387","32.994923857868","32.9845814977974","33.0055074744296","33.0776040129832","31.7864871363308","27.5461640967066","24.6676970633694","22.603550295858","18.4374680437673","14.4717150553726","12.7038990964769","12.3706176961603","10.2722357781924","7.97138079869347","6.893020080072","5.92187463165091","5.28678971301922","6.24488558872557","5.63195334794657","4.69699286237336","4.52615085751558","4.37689552426058","4.63278501125985","4.52119256312185","3.75614363423294","4.63772094370987","3.69099404898572","3.54270561660428","3.16686425607587","2.99076549401847","2.79469978903454","2.59029062025391","2.4256159925616","2.72238695522266","2.25958534959102","1.82838052405033","2.04836470787057","2.24073265612135","2.5260182420658","2.81908186766969","2.48803777286565","2.51091751111319","2.69527010439059","2.29852887640158","2.08768386271437","2.20105527421452","2.04974578844693","1.98985635980221","1.99317848368374","1.94932090088291","",
"República Centroafricana","CAF","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3338681608926","37.3635795959409","37.5690227836114","36.8141664735428","32.2589062460725","33.9856217226143","31.5273810283745","31.9189914897237","32.7901712257048","31.2413315121572","32.4251144901722","",
"Canadá","CAN","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91912822214847","1.93386287134787","1.96334739730282","1.86559480688654","1.87601106527372","1.74307159935836","1.81002097867981","1.93354913201005","1.65903567184276","1.49845162232854","1.40702572302311","1.59765457919092","1.37593987360953","1.33166399038343","1.60566397841261","1.81134574390941","1.89423151227836","1.58654807741954","1.86983594598587","1.86222589313529","","","","",
"Europa Central y del Báltico","CEB","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.12226682907662","6.862019699465","6.7808117865813","5.80171841019774","5.10675450940717","4.69449200156048","4.99772017533451","4.40169755036708","4.23802814940498","4.62197183414968","3.77571208359803","3.50454867145495","3.26336275572242","3.23492802010001","2.9885452420709","2.84322449922602","3.3678158589226","3.10290536691223","3.30725397044894","3.15336342309018","2.82651159891836","2.83857414089608","2.98366156521007","2.73274035965859","2.65069321777965","",
"Suiza","CHE","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23813014568122","2.02598542172353","1.8652493522417","1.69979266128957","1.59044038268354","1.47490506827324","1.31815722138914","1.30103344517887","1.25840521084879","1.15734184624632","1.1536375060906","0.993411092897928","0.983641799136018","0.910374851711964","0.976286272481579","0.861322409364684","0.814904148213525","0.80168074242397","0.835978076311244","0.753587093079616","0.699118548768454","0.697310730980368","0.658862437211174","0.692951417906169","0.72095624758756","0.649894449261355","0.653441144670596","0.655865292680868","0.650216752994575","0.654732413227243","",
"Islas del Canal","CHI","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Agricultura, valor agregado (% del PIB)","NV.AGR.TOTL.ZS","10.5041031652989","10.1022750991442","9.20191116616527","7.93760831889082","8.56054836252853","8.84734525297541","9.26560121765601","8.60684562184973","7.67636609710709","6.85995830964563","6.78134875072396","8.10212712338263","8.3030905237301","6.6642658835347","5.68891835140002","6.58294303522229","8.43881138090998","9.83057121070279","7.60079963263659","7.26881172903704","7.22472170233656","6.46460745861965","6.28802554019338","5.88756236658987","7.14647230437151","7.46874496165937","8.56961361531277","8.79361470269281","8.48175503419384","8.30497017227586","8.23652231398093","9.25621514845926","9.20579307621145","8.03366157396169","7.50221136202559","7.00303415646214","5.44562551987907","5.4372012128894","5.70429084371959","5.63693415923721","5.37791872378184","4.40892779239936","4.43525529304084","4.4550676811589","4.06381132016275","4.13388036014556","3.87711013989053","3.71050110018044","3.71072394497772","3.74118159285523","3.61588964467582","3.67120659392567","3.30478097611631","3.38186805063154","3.73174771428258","3.63888345037161","3.99187150204727","3.98015886239831","3.52559582883512","3.54425407360386","",
